Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
916,1,Whiteknights Park (W),2023-06-29,,Tephritidae,Terellia tussilaginis,f,,
916,2,Whiteknights Park (W),2023-06-29,,Tephritidae,Terellia tussilaginis,f,,
916,3,Whiteknights Park (W),2023-06-29,,Tephritidae,Terellia tussilaginis,f,,
916,4,Whiteknights Park (W),2023-06-29,,Tephritidae,Terellia tussilaginis,m,,
916,5,Whiteknights Park (W),2023-06-29,,Tephritidae,Terellia tussilaginis,m,,
916,6,Whiteknights Park (W),2023-06-29,,Tephritidae,Terellia tussilaginis,m,,
916,7,Whiteknights Park (W),2023-06-29,,Chloropidae,,,,
916,8,Whiteknights Park (W),2023-06-29,,Opomyzidae,Opomyza sp,f,,
916,9,Whiteknights Park (W),2023-06-29,,Opomyzidae,Opomyza sp,f,,
916,10,Whiteknights Park (W),2023-06-29,,Opomyzidae,Opomyza sp,f,,
916,11,Whiteknights Park (W),2023-06-29,,Opomyzidae,Opomyza sp,f,,
916,12,Whiteknights Park (W),2023-06-29,,Opomyzidae,Opomyza sp,f,,
916,13,Whiteknights Park (W),2023-06-29,,Opomyzidae,Opomyza sp,f,,
916,14,Kings Meadow Tescos,2023-07-01,,Lauxaniidae,Minettia sp,m,,14+15 in cop
916,15,Kings Meadow Tescos,2023-07-01,,Lauxaniidae,Minettia sp,f,,14+15 in cop
916,16,Kings Meadow Tescos,2023-07-01,,Tachinidae,,f,,
916,17,Kings Meadow Tescos,2023-07-01,,Tachinidae,Erithrothrix rufomaculata,f,,
916,18,Kings Meadow Tescos,2023-07-01,,Tachinidae,,m,,
916,19,Kings Meadow Tescos,2023-07-01,Hymenoptera,Ichneumonidae,,m,,
916,20,Kings Meadow Tescos,2023-07-01,Hymenoptera,Ichneumonidae,Amblyteles armatorius,m,,
916,21,Kings Meadow Tescos,2023-07-01,,Sarcophagidae,Sarcophaga sp,m,,
916,22,Kings Meadow Tescos,2023-07-01,,Sarcophagidae,Sarcophaga sp,m,,
916,23,Kings Meadow Tescos,2023-07-01,,Sarcophagidae,Sarcophaga sp,m,,
916,24,Kings Meadow Tescos,2023-07-01,,Sarcophagidae,Sarcophaga sp,f,,
916,25,Kings Meadow Tescos,2023-07-01,,Sarcophagidae,Sarcophaga incisilobata,m,,
916,26,Kings Meadow Tescos,2023-07-01,,Sarcophagidae,Sarcophaga sp,f,,
916,27,Kings Meadow Tescos,2023-07-01,,Sarcophagidae,Sarcophaga sp,f,,
916,28,Kings Meadow Tescos,2023-07-01,,Sarcophagidae,Sarcophaga sp,f,,
916,29,Kings Meadow Tescos,2023-07-01,,Sarcophagidae,Sarcophaga sp,f,,
916,30,Kings Meadow Tescos,2023-07-01,,Sarcophagidae,Sarcophaga sp,m,,
916,31,Kings Meadow Tescos,2023-07-01,,Calliphoridae,Bellardia sp,f,,
916,32,Kings Meadow Tescos,2023-07-01,,Calliphoridae,Calliphora vicina,f,,
916,33,Kings Meadow Tescos,2023-07-01,,Calliphoridae,Pollenia sp,f,,
916,34,Kings Meadow Tescos,2023-07-01,,Calliphoridae,Lucilia sp,f,,
