Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
736,1,Chazey Wood,2021-06-26,Hymenoptera,Ichneumonidae,,f,,
736,2,Chazey Wood,2021-06-26,Hymenoptera,Ichneumonidae,,m,,
736,3,Chazey Wood,2021-06-26,Hymenoptera,Crabronidae,,f,,
736,4,Chazey Wood,2021-06-26,,Dolichopodidae,,f,,
736,5,Chazey Wood,2021-06-26,,Dolichopodidae,,f,,
736,6,Chazey Wood,2021-06-26,,Dolichopodidae,,f,,
736,7,Chazey Wood,2021-06-26,,Anthomyiidae,Anthomyia procellaris grp,f,,
736,8,Chazey Wood,2021-06-26,,Anthomyiidae,Anthomyia procellaris grp,m,,
736,9,Chazey Wood,2021-06-26,,Calliphoridae,Pollenia sp,m,,
736,10,Chazey Wood,2021-06-26,,Calliphoridae,Pollenia sp,f,,
736,11,Chazey Wood,2021-06-26,,Calliphoridae,Lucilia sp,f,,
736,12,Chazey Wood,2021-06-26,,Muscidae,Phaonia sp,f,,
736,13,Chazey Wood,2021-06-26,,Muscidae,Helina sp,m,,
736,14,Chazey Wood,2021-06-26,,Muscidae,Helina sp,f,,
736,15,Chazey Wood,2021-06-26,,Muscidae,Hydrotaea sp,m,,
736,16,Chazey Wood,2021-06-26,,Muscidae,Hydrotaea sp,m,,
736,17,Chazey Wood,2021-06-26,,Muscidae,Helina sp,m,,
736,18,Chazey Wood,2021-06-26,,Anthomyiidae,Hylemya sp,f,,
736,19,Chazey Wood,2021-06-26,,Anthomyiidae,,f,,
736,20,Chazey Wood,2021-06-26,,Anthomyiidae,,f,,
736,21,Chazey Wood,2021-06-26,,Anthomyiidae,,f,,
736,22,Chazey Wood,2021-06-26,,Fanniidae,Fannia armata,m,,
736,23,Chazey Wood,2021-06-26,,Fanniidae,Fannia armata,m,,
736,24,Chazey Wood,2021-06-26,,Fanniidae,Fannia sp,f,,
736,25,Chazey Wood,2021-06-26,,Fanniidae,Fannia sp,f,,
736,26,Chazey Wood,2021-06-26,,Fanniidae,Fannia sp,f,,
736,27,Whiteknights Park (W),2021-06-27,Hymenoptera,Ichneumonidae,,m,,
736,28,Whiteknights Park (W),2021-06-27,Hymenoptera,Ichneumonidae,,m,,
736,29,Whiteknights Park (W),2021-06-27,Hymenoptera,Ichneumonidae,,m,,
736,30,Whiteknights Park (W),2021-06-27,Hymenoptera,Ichneumonidae,,m,,
736,31,Whiteknights Park (W),2021-06-27,Hymenoptera,Ichneumonidae,Amblyteles armatorius,m,,
736,32,Whiteknights Park (W),2021-06-27,Hymenoptera,Ichneumonidae,Amblyteles armatorius,m,,
736,33,Whiteknights Park (W),2021-06-27,Hymenoptera,Ichneumonidae,Amblyteles armatorius,m,,
736,34,Whiteknights Park (W),2021-06-27,Hymenoptera,Ichneumonidae,Amblyteles armatorius,m,,
736,35,Whiteknights Park (W),2021-06-27,Hymenoptera,Ichneumonidae,Amblyteles armatorius,m,,
736,36,Whiteknights Park (W),2021-06-27,Hymenoptera,Ichneumonidae,,m,,
736,37,Whiteknights Park (W),2021-06-27,,Empididae,Empis sp,f,,
736,38,Whiteknights Park (W),2021-06-27,,Scathophagidae,Scathophaga stercoraria,m,,
