Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
740,1,The Wilderness (W),2021-07-02,,Sarcophagidae,Sarcophaga incisilobata,m,,1+2 in cop
740,2,The Wilderness (W),2021-07-02,,Sarcophagidae,Sarcophaga sp,f,,1+2 in cop
740,3,The Wilderness (W),2021-07-02,,Sarcophagidae,Sarcophaga sp,m,,
740,4,The Wilderness (W),2021-07-02,,Sarcophagidae,Sarcophaga sp,m,,
740,5,The Wilderness (W),2021-07-02,,Sarcophagidae,Sarcophaga sp,m,,
740,6,The Wilderness (W),2021-07-02,,Sarcophagidae,Sarcophaga incisilobata,m,,
740,7,The Wilderness (W),2021-07-02,,Sarcophagidae,Sarcophaga sp,m,,
740,8,The Wilderness (W),2021-07-02,,Tachinidae,Exorista rustica,m,"Belshaw, 1993 +v5c updates",
740,9,The Wilderness (W),2021-07-02,,Tachinidae,Eumea mitis,m,"Belshaw, 1993 +v5c updates",
740,10,The Wilderness (W),2021-07-02,,Anthomyiidae,,f,,
740,11,The Wilderness (W),2021-07-02,,Fanniidae,Fannia sp,m,,
740,12,The Wilderness (W),2021-07-02,,Calliphoridae,Pollenia sp,m,,
740,13,The Wilderness (W),2021-07-02,,Calliphoridae,Pollenia sp,m,,
740,14,The Wilderness (W),2021-07-02,,Calliphoridae,Pollenia sp,m,,
740,15,The Wilderness (W),2021-07-02,,Calliphoridae,Pollenia sp,m,,
740,16,The Wilderness (W),2021-07-02,,Heleomyzidae,,f,,
740,17,The Wilderness (W),2021-07-02,,Muscidae,Morellia aenescens,m,,
740,18,The Wilderness (W),2021-07-02,,Calliphoridae,Protocalliphora azurea,m,,
740,19,The Wilderness (W),2021-07-02,,Stratiomyidae,Chorisops sp,m,,
740,20,The Wilderness (W),2021-07-02,,Stratiomyidae,Chorisops sp,m,,
740,21,The Wilderness (W),2021-07-02,,Stratiomyidae,Chorisops sp,m,,
740,22,The Wilderness (W),2021-07-02,,Stratiomyidae,Chorisops sp,m,,
740,23,The Wilderness (W),2021-07-02,Hymenoptera,Ichneumonidae,,m,,
740,24,The Wilderness (W),2021-07-02,Hymenoptera,Ichneumonidae,,m,,
740,25,The Wilderness (W),2021-07-02,,Asilidae,Leptogaster sp,f,,
740,26,The Wilderness (W),2021-07-02,,Asilidae,Dioctria sp,m,,
740,27,The Wilderness (W),2021-07-02,,Asilidae,Dioctria sp,m,,
740,28,The Wilderness (W),2021-07-02,,Empididae,Empis sp,f,,
740,29,The Wilderness (W),2021-07-02,Hymenoptera,Cephidae,,f,,
740,30,The Wilderness (W),2021-07-02,Hymenoptera,Ichneumonidae,,m,,
740,31,The Wilderness (W),2021-07-02,Hymenoptera,Ichneumonidae,Amblyteles armatorius,m,,
740,32,The Wilderness (W),2021-07-02,Hymenoptera,Ichneumonidae,,m,,
740,33,The Wilderness (W),2021-07-02,Hymenoptera,Ichneumonidae,,m,,
740,34,The Wilderness (W),2021-07-02,Hymenoptera,Ichneumonidae,,m,,
740,35,The Wilderness (W),2021-07-02,,Drosophilidae,,,,
740,36,The Wilderness (W),2021-07-02,,Drosophilidae,,,,
740,37,The Wilderness (W),2021-07-02,,Drosophilidae,,,,
740,38,The Wilderness (W),2021-07-02,Pseudoscorpiones,,,,,
740,39,The Wilderness (W),2021-07-02,Hymenoptera,Ichneumonidae,,m,,
740,40,The Wilderness (E),2021-07-03,,Calliphoridae,Lucilia sp,f,,
740,41,The Wilderness (E),2021-07-03,,Calliphoridae,Lucilia sp,f,,
740,42,The Wilderness (E),2021-07-03,,Muscidae,Phaonia subventa,f,,
740,43,The Wilderness (E),2021-07-03,,Muscidae,Phaonia pallida,f,,
740,44,The Wilderness (E),2021-07-03,,Anthomyiidae,Hylemya sp,f,,
740,45,The Wilderness (E),2021-07-03,,Fanniidae,Fannia sp,m,,
740,46,The Wilderness (E),2021-07-03,,Fanniidae,Fannia sp,m,,
