Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
426,1,The Wilderness (W),2020-04-13,,Calliphoridae,Calliphora vicina,f,,
426,2,The Wilderness (W),2020-04-13,,Calliphoridae,Calliphora vicina,m,,
426,3,The Wilderness (W),2020-04-13,,Calliphoridae,Calliphora vicina,f,,
426,4,The Wilderness (W),2020-04-13,,Muscidae,Phaonia subventa,m,,
426,5,The Wilderness (W),2020-04-13,,Anthomyiidae,Leucophora sp,f,,
426,6,The Wilderness (W),2020-04-13,,Anthomyiidae,Leucophora sp,f,,
426,7,The Wilderness (W),2020-04-13,,Anthomyiidae,Leucophora sp,f,,
426,8,The Wilderness (W),2020-04-13,,Anthomyiidae,Leucophora sp,m,,
426,9,The Wilderness (W),2020-04-13,,Fanniidae,Fannia lustrator,m,"Rozkosny et al, 1997",
426,10,The Wilderness (W),2020-04-13,,Fanniidae,Fannia lustrator,f,"Rozkosny et al, 1997",
426,11,The Wilderness (W),2020-04-13,,Tachinidae,Phorocera assimilis,m,"Belshaw, 1993 +v5c updates",
426,12,The Wilderness (W),2020-04-13,,Tachinidae,Ramonda spathulata,f,"Belshaw, 1993 +v5c updates",
426,13,The Wilderness (W),2020-04-13,,Tachinidae,Ramonda spathulata,f,"Belshaw, 1993 +v5c updates",
426,14,The Wilderness (W),2020-04-13,,Anthomyiidae,Hylemya sp,f,,
426,15,The Wilderness (W),2020-04-13,,Muscidae,Lispocephala sp,f,,
426,16,The Wilderness (W),2020-04-13,,Muscidae,Lispocephala sp,f,,
426,17,The Wilderness (W),2020-04-13,,Bibionidae,Bibio johannis,m,,
426,18,The Wilderness (W),2020-04-13,,Bibionidae,Bibio johannis,m,,
426,19,The Wilderness (W),2020-04-13,,Bibionidae,Bibio johannis,m,,
426,20,The Wilderness (W),2020-04-13,,Bibionidae,Bibio johannis,m,,
426,21,The Wilderness (W),2020-04-13,,Bibionidae,Bibio johannis,m,,
426,22,The Wilderness (W),2020-04-13,,Bibionidae,Bibio johannis,m,,
426,23,The Wilderness (W),2020-04-13,,Ephydridae,,f,,
426,24,The Wilderness (W),2020-04-13,,Ephydridae,,f,,
426,25,Whiteknights Park (E-FH),2020-04-14,,Bombyliidae,Bombylius major,f,,
426,26,Whiteknights Park (E-FH),2020-04-14,,Calliphoridae,Calliphora vicina,f,,
426,27,Whiteknights Park (E-FH),2020-04-14,,Scathophagidae,Scathophaga stercoraria,m,,
426,28,Whiteknights Park (E-FH),2020-04-14,,Scathophagidae,Scathophaga stercoraria,f,,
426,29,Whiteknights Park (E-FH),2020-04-14,,Scathophagidae,Scathophaga stercoraria,f,,
426,30,Whiteknights Park (E-FH),2020-04-14,,Scathophagidae,Scathophaga stercoraria,f,,
426,31,Whiteknights Park (E-FH),2020-04-14,,Muscidae,Phaonia subventa,m,,
426,32,Whiteknights Park (E-FH),2020-04-14,,Muscidae,Phaonia subventa,m,,
426,33,Whiteknights Park (E-FH),2020-04-14,,Fanniidae,Fannia lustrator,m,"Rozkosny et al, 1997",
426,34,Whiteknights Park (E-FH),2020-04-14,,Fanniidae,Fannia lustrator,m,"Rozkosny et al, 1997",
426,35,Whiteknights Park (E-FH),2020-04-14,,Fanniidae,Fannia lustrator,m,"Rozkosny et al, 1997",
426,36,Whiteknights Park (E-FH),2020-04-14,,Anthomyiidae,Hylemya sp,m,,
426,37,Whiteknights Park (E-FH),2020-04-14,,Fanniidae,Fannia lustrator,f,"Rozkosny et al, 1997",
426,38,Whiteknights Park (E-FH),2020-04-14,,Muscidae,Helina evecta,m,,
426,39,Whiteknights Park (E-FH),2020-04-14,,Muscidae,Helina sp,m,,
426,40,Whiteknights Park (E-FH),2020-04-14,,Muscidae,Helina evecta,m,,
426,41,Whiteknights Park (E-FH),2020-04-14,,Calliphoridae,Pollenia sp,f,,
426,42,Whiteknights Park (E-FH),2020-04-14,,Calliphoridae,Lucilia sericata,m,,
426,43,Whiteknights Park (E-FH),2020-04-14,,Tachinidae,Macquartia grisea,m,"Belshaw, 1993 +v5c updates",
426,44,Whiteknights Park (E-FH),2020-04-14,,Anthomyiidae,Leucophora sp,f,,
426,45,Whiteknights Park (E-FH),2020-04-14,,Anthomyiidae,,m,,
426,46,Whiteknights Park (E-FH),2020-04-14,,Anthomyiidae,,m,,
426,47,Whiteknights Park (E-FH),2020-04-14,,Anthomyiidae,,m,,
426,48,Whiteknights Park (E-FH),2020-04-14,,Anthomyiidae,,m,,
426,49,Whiteknights Park (E-FH),2020-04-14,,Anthomyiidae,,m,,
426,50,Whiteknights Park (E-FH),2020-04-14,,Anthomyiidae,,m,,
426,51,Whiteknights Park (E-FH),2020-04-14,,Anthomyiidae,,m,,
