Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
436,1,Whiteknights Park (E),2020-04-23,,Anthomyiidae,,m,,
436,2,Whiteknights Park (E),2020-04-23,Hymenoptera,Cynipidae,,,,
436,3,Whiteknights Park (E),2020-04-23,,???,,,,
436,4,Whiteknights Park (E),2020-04-23,,???,,,,
436,5,Whiteknights Park (E),2020-04-23,,???,,,,
436,6,Whiteknights Park (E),2020-04-23,,???,,,,
436,7,Whiteknights Park (E),2020-04-23,,Mycetophilidae,,,,
436,8,Whiteknights Park (W),2020-04-24,,Conopidae,Conops vesicularis,f,"Clements, 1995",
436,9,Whiteknights Park (E),2020-04-24,,Bibionidae,Bibio marci,f,,
436,10,Whiteknights Park (E),2020-04-24,,Sarcophagidae,Sarcophaga sp,m,,
436,11,Whiteknights Park (E),2020-04-24,,Anthomyiidae,Leucophora sp,m,,
436,12,Whiteknights Park (E),2020-04-24,,Muscidae,Helina sp,m,,
436,13,Whiteknights Park (E),2020-04-24,,Anthomyiidae,,m,,
436,14,Whiteknights Park (E),2020-04-24,,Tachinidae,,f,,
436,15,Whiteknights Park (E),2020-04-24,,Tachinidae,,f,,
436,16,Whiteknights Park (E),2020-04-24,Hymenoptera,Ichneumonidae,,m,,
436,17,Whiteknights Park (E),2020-04-24,Hymenoptera,Ichneumonidae,,m,,
436,18,Whiteknights Park (W),2020-04-24,,Bombyliidae,Bombylius major,f,"Stubbs & Drake, 2001",
436,19,Whiteknights Park (W),2020-04-24,,Bibionidae,Bibio marci,m,,
436,20,Whiteknights Park (W),2020-04-24,,Sarcophagidae,Sarcophaga sp,m,,
436,21,Whiteknights Park (W),2020-04-24,,Sarcophagidae,Sarcophaga sp,f,,
436,22,Whiteknights Park (W),2020-04-24,,Sarcophagidae,Sarcophaga sp,f,,
436,23,Whiteknights Park (W),2020-04-24,,Sarcophagidae,Sarcophaga sp,m,,
436,24,Whiteknights Park (W),2020-04-24,,Sarcophagidae,Sarcophaga sp,m,,
436,25,Whiteknights Park (W),2020-04-24,,Tachinidae,Gymnocheta viridis,f,,
436,26,Whiteknights Park (W),2020-04-24,,Tachinidae,Gymnocheta viridis,f,,
436,27,Whiteknights Park (W),2020-04-24,Hymenoptera,Ichneumonidae,,m,,
436,28,Whiteknights Park (W),2020-04-24,,Empididae,Empis sp,m,,
436,29,Whiteknights Park (W),2020-04-24,,Empididae,Empis sp,m,,
436,30,Whiteknights Park (W),2020-04-24,,Empididae,Empis sp,m,,
436,31,Whiteknights Park (W),2020-04-24,,Empididae,Empis sp,m,,
436,32,Whiteknights Park (W),2020-04-24,,Empididae,Empis sp,m,,
436,33,Whiteknights Park (W),2020-04-24,,Empididae,Empis sp,m,,
436,34,Whiteknights Park (W),2020-04-24,,Anthomyiidae,Anthomyia procellaris,m,,
436,35,Whiteknights Park (W),2020-04-24,,Anthomyiidae,Anthomyia procellaris,m,,
436,36,Whiteknights Park (W),2020-04-24,,Anthomyiidae,Anthomyia procellaris,m,,
436,37,Whiteknights Park (W),2020-04-24,,Anthomyiidae,,m,,
436,38,Whiteknights Park (W),2020-04-24,,Anthomyiidae,,m,,
436,39,Whiteknights Park (W),2020-04-24,,Anthomyiidae,,m,,
436,40,Whiteknights Park (W),2020-04-24,,Tachinidae,,m,,
436,41,Whiteknights Park (W),2020-04-24,,Tachinidae,,f,,
436,42,Whiteknights Park (W),2020-04-24,,Fanniidae,Fannia sp,m,,
436,43,Whiteknights Park (W),2020-04-24,,Fanniidae,Fannia sp,m,,
436,44,Whiteknights Park (W),2020-04-24,,Muscidae,Coenosia sp,f,,
436,45,Whiteknights Park (W),2020-04-24,,???,,,,
