Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
657,1,Whiteknights Park (E-FH),2021-03-19,,Sciomyzidae,Pherbellia schoenherri,f,"Rozkosny, 1984",
657,2,Whiteknights Park (E-FH),2021-03-19,,Anthomyiidae,,f,,
657,3,Whiteknights Park (E-FH),2021-03-19,,Ephydridae,Parydra fossarum,f,"Drake, 2006 updated 2013",
657,4,Whiteknights Park (E-FH),2021-03-19,,Mycetophilidae,,f,,
657,5,Whiteknights Park (E-FH),2021-03-19,,Agromyzidae,,f,,
657,6,Kings Meadow Tescos,2021-03-20,,Dolichopodidae,,f,,
657,7,Kings Meadow Tescos,2021-03-20,,Dolichopodidae,,f,,
657,8,Kings Meadow Tescos,2021-03-20,,Dolichopodidae,,f,,
657,9,Kings Meadow Tescos,2021-03-20,,Dolichopodidae,,m,,
657,10,Thames Valley Park,2021-03-20,,Heleomyzidae,Suillia parva,m,"Sivell & Stubbs draft key, 2020",
657,11,Thames Valley Park,2021-03-20,,Sciomyzidae,Pherbellia ventralis,m,"Rozkosny, 1984",Ptilinum extruded
657,12,Thames Valley Park,2021-03-20,,Sciomyzidae,Pherbellia ventralis,m,"Rozkosny, 1984",
657,13,Thames Valley Park,2021-03-20,,Sciomyzidae,Pherbellia ventralis,m,"Rozkosny, 1984",
657,14,Thames Valley Park,2021-03-20,,Ephydridae,Dichaeta caudata,m,"Drake, 2006 updated 2013",
657,15,Thames Valley Park,2021-03-20,,Chironomidae,,f,,
657,16,Thames Valley Park,2021-03-20,,Chironomidae,,f,,
657,17,Thames Valley Park,2021-03-20,,Chironomidae,,f,,
657,18,Thames Valley Park,2021-03-20,,Dolichopodidae,,m,,
657,19,Thames Valley Park,2021-03-20,,Muscidae,Lispocephala erythrocera,m,"Fonseca, 1968",
657,20,Thames Valley Park,2021-03-20,,Muscidae,Lispocephala erythrocera,f,"Fonseca, 1968",
657,21,Thames Valley Park,2021-03-20,,Muscidae,Lispocephala erythrocera,m,"Fonseca, 1968",
657,22,Thames Valley Park,2021-03-20,,Muscidae,Lispocephala erythrocera,f,"Fonseca, 1968",
657,23,Thames Valley Park,2021-03-20,,Muscidae,Lispocephala erythrocera,f,"Fonseca, 1968",
657,24,Thames Valley Park,2021-03-20,,Muscidae,Lispocephala erythrocera,m,"Fonseca, 1968",
657,25,Thames Valley Park,2021-03-20,,Muscidae,Lispocephala erythrocera,f,"Fonseca, 1968",
657,26,Thames Valley Park,2021-03-20,,Ephydridae,Scatella sp,m,"Drake, 2006 updated 2013",
657,27,Thames Valley Park,2021-03-20,,Chironomidae,,f,,
657,28,Thames Valley Park,2021-03-20,,Chironomidae,,m,,
657,29,Quarry near Chazey Wood,2021-03-21,,Calliphoridae,Calliphora vicina,f,,
657,30,Quarry near Chazey Wood,2021-03-21,,Calliphoridae,Calliphora vicina,f,,
657,31,Quarry near Chazey Wood,2021-03-21,,Calliphoridae,Calliphora vicina,f,,
657,32,Quarry near Chazey Wood,2021-03-21,,Calliphoridae,Pollenia sp,f,,
657,33,Quarry near Chazey Wood,2021-03-21,,Calliphoridae,Pollenia sp,f,,
657,34,Quarry near Chazey Wood,2021-03-21,,Calliphoridae,Pollenia sp,f,,
657,35,Quarry near Chazey Wood,2021-03-21,,Calliphoridae,Pollenia sp,m,,
657,36,Quarry near Chazey Wood,2021-03-21,,Calliphoridae,Pollenia sp,f,,
657,37,Quarry near Chazey Wood,2021-03-21,,Calliphoridae,Pollenia sp,m,,
657,38,Quarry near Chazey Wood,2021-03-21,,Calliphoridae,Melinda sp,m,,
657,39,Quarry near Chazey Wood,2021-03-21,,Muscidae,Phaonia tuguriorum,f,,
657,40,Quarry near Chazey Wood,2021-03-21,,Muscidae,Phaonia subventa,f,,
657,41,Quarry near Chazey Wood,2021-03-21,,Muscidae,Eudasyphora cyanella,f,,
657,42,Quarry near Chazey Wood,2021-03-21,,Muscidae,Helina evecta,m,,
657,43,Quarry near Chazey Wood,2021-03-21,,Muscidae,Helina evecta,m,,
657,44,Quarry near Chazey Wood,2021-03-21,,Muscidae,Helina evecta,f,,
657,45,Quarry near Chazey Wood,2021-03-21,,Muscidae,Helina evecta,m,,
657,46,Quarry near Chazey Wood,2021-03-21,,Muscidae,Hebecnema nigra,m,,
657,47,Quarry near Chazey Wood,2021-03-21,,Anthomyiidae,,m,,
657,48,Quarry near Chazey Wood,2021-03-21,,Anthomyiidae,,m,,
657,49,Quarry near Chazey Wood,2021-03-21,,Anthomyiidae,,m,,
657,50,Quarry near Chazey Wood,2021-03-21,,Anthomyiidae,,m,,
657,51,Quarry near Chazey Wood,2021-03-21,,Anthomyiidae,,f,,
657,52,Chazey Wood,2021-03-21,,Simuliidae,Simulium sp,,,
657,53,Chazey Wood,2021-03-21,,Simuliidae,Simulium sp,,,
657,54,Chazey Wood,2021-03-21,,Simuliidae,Simulium sp,,,
657,55,Chazey Wood,2021-03-21,,Muscidae,Phaonia tuguriorum,f,,
657,56,Chazey Wood,2021-03-21,,Muscidae,Phaonia tuguriorum,f,,
657,57,Chazey Wood,2021-03-21,,Muscidae,Phaonia subventa,m,,
657,58,Chazey Wood,2021-03-21,,Muscidae,Phaonia subventa,m,,
657,59,Chazey Wood,2021-03-21,,Muscidae,Helina evecta,m,,
