Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
14,1,Whiteknights Park,2014-05-09,,Tachinidae,Blepharipa schineri,m,"Belshaw, 1993 +v5c updates",
14,2,Whiteknights Park,2014-05-09,,Syrphidae,Merodon equestris,m,,
14,3,Whiteknights Park,2014-05-09,,Muscidae,Phaonia serva,f,"Fonseca, 1968",
14,4,Whiteknights Park,2014-05-09,,Muscidae,Muscina prolapsa,f,"Fonseca, 1968",As Muscina pabulorum
14,5,Whiteknights Park,2014-05-09,,Syrphidae,Cheilosia sp,f,,
14,6,Whiteknights Park,2014-05-09,,Tachinidae,Siphona geniculata,,"Belshaw, 1993 +v5c updates",
14,7,Whiteknights Park,2014-05-09,,Tachinidae,Siphona geniculata,,"Belshaw, 1993 +v5c updates",
14,8,Whiteknights Park,2014-05-09,,Muscidae,Coenosia albicornis,f,"Fonseca, 1968",As Coenosia sexnotata
14,9,Whiteknights Park,2014-05-09,,Empidoidea,,,,
14,10,Whiteknights Park,2014-05-09,,Syrphidae,Episyrphus balteatus,f,,
14,11,Whiteknights Park,2014-05-09,,Muscidae,Muscina levida,m,"Fonseca, 1968",As Muscina assimilis
14,12,Whiteknights Park,2014-05-09,,Tachinidae,Macquartia dispar,m,"Belshaw, 1993 +v5c updates",
14,13,Whiteknights Park,2014-05-09,,Tachinidae,Macquartia grisea,f,"Belshaw, 1993 +v5c updates",
14,14,Whiteknights Park,2014-05-09,,Tachinidae,Macquartia dispar,f,"Belshaw, 1993 +v5c updates",
14,15,Whiteknights Park,2014-05-09,,Muscidae,Muscina levida,m,"Fonseca, 1968",As Muscina assimilis
14,16,Whiteknights Park,2014-05-09,,Syrphidae,Anasimyia lineata,m,,
14,17,Whiteknights Park,2014-05-10,,Calliphoridae,Calliphora vomitoria,,,
14,18,Whiteknights Park,2014-05-10,,Syrphidae,Cheilosia sp,,,
14,19,Whiteknights Park,2014-05-10,,Syrphidae,Cheilosia sp,,,
14,20,Whiteknights Park,2014-05-10,,Tachinidae,Pales pavida,m,"Belshaw, 1993 +v5c updates",
14,21,Whiteknights Park,2014-05-10,,Syrphidae,Cheilosia sp,,,
14,22,Whiteknights Park,2014-05-10,,Syrphidae,,,,
14,23,Whiteknights Park,2014-05-10,,Anthomyiidae,,f,,
14,24,Whiteknights Park,2014-05-10,,Tachinidae,Macquartia grisea,m,"Belshaw, 1993 +v5c updates",
14,25,Whiteknights Park,2014-05-10,,Tachinidae,Zophomyia temula,m,"Belshaw, 1993 +v5c updates",
14,26,Whiteknights Park,2014-05-10,,Anthomyiidae,,m,,
14,27,Whiteknights Park,2014-05-10,,Anthomyiidae,,m,,
14,28,Whiteknights Park,2014-05-10,,Anthomyiidae,,m,,
14,29,Whiteknights Park,2014-05-10,,Fanniidae,,m,,
14,30,Whiteknights Park,2014-05-10,,Tachinidae,Meigenia majuscula,f,"Belshaw, 1993 +v5c updates",
14,31,Field below Chazey Wood,2014-05-16,,Sarcophagidae,,m,,31+32 in cop
14,32,Field below Chazey Wood,2014-05-16,,Sarcophagidae,,f,,31+32 in cop
14,33,Field below Chazey Wood,2014-05-16,,Tachinidae,Macquartia praefica,m,"Belshaw, 1993 +v5c updates",
14,34,Field below Chazey Wood,2014-05-16,,Tachinidae,Macquartia grisea,f,"Belshaw, 1993 +v5c updates",
14,35,Field below Chazey Wood,2014-05-16,,Muscidae,Helina impuncta,m,"Fonseca, 1968",
14,36,Field below Chazey Wood,2014-05-16,,Tachinidae,Lydella stabulans,f,"Belshaw, 1993 +v5c updates",
14,37,Field below Chazey Wood,2014-05-16,,Sarcophagidae,Sarcophaga sp,m,,
14,38,Field below Chazey Wood,2014-05-16,,Sarcophagidae,Sarcophaga sp,,,
14,39,Field below Chazey Wood,2014-05-16,,Tachinidae,Voria ruralis,f,"Belshaw, 1993 +v5c updates",
14,40,Field below Chazey Wood,2014-05-16,,Syrphidae,Cheilosia sp,,,
14,41,Field below Chazey Wood,2014-05-16,,Syrphidae,,,,
14,42,Field below Chazey Wood,2014-05-16,,Platystomatidae,Platystoma seminationis,,,
14,43,Field below Chazey Wood,2014-05-16,,Tachinidae,Pales pavida,f,"Belshaw, 1993 +v5c updates",
14,44,Field below Chazey Wood,2014-05-16,,Scathophagidae,Scathophaga stercoraria,f,"Ball, 2014",
14,45,Field below Chazey Wood,2014-05-16,,Scathophagidae,Scathophaga stercoraria,f,"Ball, 2014",
14,46,Field below Chazey Wood,2014-05-16,,Scathophagidae,Scathophaga stercoraria,f,"Ball, 2014",
14,47,Field below Chazey Wood,2014-05-16,,Scathophagidae,Scathophaga stercoraria,f,"Ball, 2014",
14,48,Field below Chazey Wood,2014-05-16,,Scathophagidae,Scathophaga stercoraria,f,"Ball, 2014",
