Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
141,1,Whiteknights Park (W),2016-05-29,,Muscidae,Phaonia serva,m,"Fonseca, 1968",
141,2,Whiteknights Park (W),2016-05-29,,Tachinidae,Meigenia mutabilis,m,"Belshaw, 1993 +v5c updates",
141,3,Whiteknights Park (W),2016-05-29,,Tachinidae,Meigenia mutabilis,m,"Belshaw, 1993 +v5c updates",
141,4,Whiteknights Park (W),2016-05-29,,Tachinidae,Phasia pusilla,m,"Belshaw, 1993 +v5c updates",
141,5,Whiteknights Park (W),2016-05-29,,Calliphoridae,Melanomya nana,m,"Rognes, 1991",
141,6,Whiteknights Park (W),2016-05-29,,Calliphoridae,Melanomya nana,m,"Rognes, 1991",
141,7,Whiteknights Park (W),2016-05-29,,Fanniidae,,m,,
141,8,Whiteknights Park (W),2016-05-29,,Anthomyiidae,Anthomyia procellaris grp,m,,
141,9,Whiteknights Park (W),2016-05-29,,Anthomyiidae,Anthomyia procellaris grp,f,,
141,10,Whiteknights Park (W),2016-05-29,,Anthomyiidae,Anthomyia procellaris grp,m,,
141,11,Whiteknights Park (W),2016-05-29,,Scathophagidae,Cordilura albipes,f,"Ball, 2014",
141,12,Whiteknights Park (W),2016-05-29,,Syrphidae,,f,,
141,13,Whiteknights Park (W),2016-05-29,,Syrphidae,,m,,
141,14,Whiteknights Park (W),2016-05-29,,Anthomyiidae,,m,,
141,15,Whiteknights Park (W),2016-05-29,,Anthomyiidae,,m,,
141,16,Whiteknights Park (W),2016-05-29,,Anthomyiidae,,m,,
141,17,Whiteknights Park (W),2016-05-29,,Anthomyiidae,,m,,
141,18,Whiteknights Park (W),2016-05-29,,Dolichopodidae,,m,,
141,19,Whiteknights Park (W),2016-05-29,,Chironomidae,,f,,
141,20,Whiteknights Park (W),2016-05-29,,Chironomidae,,f,,
141,21,The Wilderness (W),2016-05-29,,Syrphidae,Xylota segnis,m,,
141,22,The Wilderness (W),2016-05-29,,Sarcophagidae,Sarcophaga sp,m,,
141,23,The Wilderness (W),2016-05-29,Hymenoptera,Tenthredinidae,,,,
141,24,The Wilderness (W),2016-05-29,,Scathophagidae,Scathophaga stercoraria,f,"Ball, 2014",
141,25,The Wilderness (W),2016-05-29,,Scathophagidae,Scathophaga stercoraria,f,"Ball, 2014",
141,26,The Wilderness (W),2016-05-29,,Anthomyiidae,Pegomya sp,f,,
141,27,The Wilderness (W),2016-05-29,,Scathophagidae,Nanna fasciata,f,"Ball, 2014",
141,28,The Wilderness (W),2016-05-29,,Anthomyiidae,,m,,
141,29,The Wilderness (W),2016-05-29,,Anthomyiidae,,f,,
141,30,The Wilderness (W),2016-05-29,,Asilidae,Dioctria rufipes,m,"Stubbs & Drake, 2001",
141,31,The Wilderness (W),2016-05-29,,Asilidae,Dioctria rufipes,f,"Stubbs & Drake, 2001",
141,32,The Wilderness (W),2016-05-29,,Lauxaniidae,Minettia longipennis,,,
141,33,The Wilderness (W),2016-05-29,,Fanniidae,,f,,
141,34,The Wilderness (W),2016-05-29,,Fanniidae,,f,,
141,35,The Wilderness (W),2016-05-29,,Calliphoridae,Melanomya nana,f,"Rognes, 1991",
141,36,The Wilderness (W),2016-05-29,,Ephydridae,,,,
