Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
932,1,Kings Meadow Tescos,2023-07-25,,Dolichopodidae,,m,,
932,2,Kings Meadow Tescos,2023-07-25,,Dolichopodidae,,m,,
932,3,Kings Meadow Tescos,2023-07-25,,Dolichopodidae,,m,,
932,4,Kings Meadow Tescos,2023-07-25,,Dolichopodidae,,m,,
932,5,Kings Meadow Tescos,2023-07-25,,Dolichopodidae,,f,,
932,6,Kings Meadow Tescos,2023-07-25,,Dolichopodidae,,f,,
932,7,Kings Meadow Tescos,2023-07-25,,Dolichopodidae,,f,,
932,8,Kings Meadow Tescos,2023-07-25,,Dolichopodidae,,f,,
932,9,Kings Meadow Tescos,2023-07-25,,Chloropidae,,m,,
932,10,Kings Meadow Tescos,2023-07-25,,Chloropidae,,f,,
