Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
312,1,Thames Valley Park,2018-10-20,,Heleomyzidae,,m,,
312,2,Thames Valley Park,2018-10-20,,Heleomyzidae,,f,,
312,3,Thames Valley Park,2018-10-20,,Drosophilidae,,f,,
312,4,Thames Valley Park,2018-10-20,,Dolichopodidae,Argyra sp,m,,
312,5,Thames Valley Park,2018-10-20,,Tachinidae,Siphona sp,f,,
312,6,Thames Valley Park,2018-10-20,,Opomyzidae,Opomyza sp,f,,
312,7,Thames Valley Park,2018-10-20,,Opomyzidae,Opomyza sp,f,,
312,8,Thames Valley Park,2018-10-20,,Opomyzidae,Opomyza sp,m,,
312,9,Thames Valley Park,2018-10-20,,Anthomyiidae,,f,,
312,10,Thames Valley Park,2018-10-20,,Muscidae,,f,,
312,11,Thames Valley Park,2018-10-20,,Muscidae,,f,,
312,12,Thames Valley Park,2018-10-20,,Dolichopodidae,,m,,
312,13,Thames Valley Park,2018-10-20,,Dolichopodidae,,f,,
312,14,Thames Valley Park,2018-10-20,,Drosophilidae,Acletoxenus formosus,m,,
312,15,Thames Valley Park,2018-10-20,,Dolichopodidae,,m,,
312,16,Thames Valley Park,2018-10-20,,Chironomidae,,m,,
312,17,Thames Valley Park,2018-10-20,Nematocera,,,f,,
312,18,Thames Valley Park,2018-10-20,,Ephydridae,,,,
312,19,Thames Valley Park,2018-10-20,,Ephydridae,,,,
312,20,Thames Valley Park,2018-10-20,,Ephydridae,,,,
312,21,Thames Valley Park,2018-10-20,,???,,,,
312,22,Thames Valley Park,2018-10-20,,Sphaeroceridae,,m,,
312,23,Thames Valley Park,2018-10-20,,Drosophilidae,,m,,
312,24,Thames Valley Park,2018-10-20,,Ephydridae,,,,
312,25,Thames Valley Park,2018-10-20,,Agromyzidae,,f,,
312,26,Thames Valley Park,2018-10-20,,Ephydridae,,m,,
312,27,Thames Valley Park,2018-10-20,Nematocera,,,f,,
312,28,Thames Valley Park,2018-10-20,,Lonchopteridae,Lonchoptera sp,m,,
312,29,Thames Valley Park,2018-10-20,,Lonchopteridae,Lonchoptera sp,f,,
312,30,Thames Valley Park,2018-10-20,,Lonchopteridae,Lonchoptera sp,f,,
312,31,Thames Valley Park,2018-10-20,,Lonchopteridae,Lonchoptera sp,f,,
312,32,Thames Valley Park,2018-10-20,,Lonchopteridae,Lonchoptera sp,f,,
312,33,Thames Valley Park,2018-10-20,,Lonchopteridae,Lonchoptera sp,f,,
312,34,Thames Valley Park,2018-10-20,,Lonchopteridae,Lonchoptera sp,f,,
312,35,Thames Valley Park,2018-10-20,,Lonchopteridae,Lonchoptera sp,f,,
