Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
962,1,Whiteknights Park (W),2023-09-18,Hymenoptera,Ichneumonidae,Amblyteles armatorius,f,,
962,2,Whiteknights Park (W),2023-09-18,,Muscidae,Muscina levida,f,,
962,3,Whiteknights Park (W),2023-09-18,,Muscidae,Phaonia sp,f,,
962,4,Whiteknights Park (W),2023-09-18,,Anthomyiidae,,f,,
962,5,Whiteknights Park (W),2023-09-18,,Anthomyiidae,Anthomyia sp,m,,
962,6,Whiteknights Park (W),2023-09-18,,Anthomyiidae,Delia platura,m,,
962,7,Whiteknights Park (W),2023-09-18,,Anthomyiidae,,f,,
962,8,Whiteknights Park (W),2023-09-18,,Anthomyiidae,,f,,
962,9,Whiteknights Park (W),2023-09-18,,Anthomyiidae,,f,,
962,10,Whiteknights Park (W),2023-09-18,,Anthomyiidae,,f,,
962,11,Whiteknights Park (W),2023-09-18,,Pallopteridae,Palloptera sp,f,,
962,12,Whiteknights Park (W),2023-09-18,,Sciomyzidae,Pherbellia sp,m,,
962,13,Whiteknights Park (W),2023-09-18,,Sciomyzidae,,f,,
962,14,Whiteknights Park (W),2023-09-20,,Tachinidae,Linnaemya picta,m,"Belshaw, 1993 +v5d updates",
962,15,Whiteknights Park (W),2023-09-20,,Tachinidae,Voria ruralis,f,"Belshaw, 1993 +v5d updates",
962,16,Whiteknights Park (W),2023-09-20,,Tachinidae,Siphona sp,f,"Belshaw, 1993 +v5d updates",
962,17,Whiteknights Park (W),2023-09-20,,Calliphoridae,Lucilia sericata,m,,
962,18,Whiteknights Park (W),2023-09-20,,Calliphoridae,Pollenia sp,m,,
962,19,Whiteknights Park (W),2023-09-20,,Calliphoridae,Pollenia sp,f,,
962,20,Whiteknights Park (W),2023-09-20,,Calliphoridae,Pollenia sp,f,,
962,21,Whiteknights Park (W),2023-09-20,,Sarcophagidae,Sarcophaga sp,f,,
962,22,Whiteknights Park (W),2023-09-20,,Stratiomyidae,Sargus bipunctatus,m,,
962,23,Whiteknights Park (W),2023-09-20,,Sarcophagidae,Sarcophaga sp,m,,
962,24,Whiteknights Park (W),2023-09-20,,Sarcophagidae,Sarcophaga sp,f,,
962,25,Whiteknights Park (W),2023-09-20,,Sarcophagidae,Sarcophaga sp,f,,
962,26,Whiteknights Park (W),2023-09-20,,Muscidae,Graphomya maculata,m,,
962,27,Whiteknights Park (W),2023-09-20,,Muscidae,Coenosia tigrina,f,,
962,28,Whiteknights Park (W),2023-09-20,,Muscidae,Hebecnema vespertina,m,,
962,29,Whiteknights Park (W),2023-09-20,,Muscidae,Neomyia sp,f,,
962,30,Whiteknights Park (W),2023-09-20,,Muscidae,Helina sp,f,,
962,31,Whiteknights Park (W),2023-09-20,,Muscidae,Helina sp,f,,
962,32,Whiteknights Park (W),2023-09-20,,Anthomyiidae,Pegomya testacea,f,,
962,33,Whiteknights Park (W),2023-09-20,,Anthomyiidae,,f,,
962,34,Whiteknights Park (W),2023-09-20,,Anthomyiidae,,f,,
962,35,Whiteknights Park (W),2023-09-20,,Anthomyiidae,,f,,
962,36,Whiteknights Park (W),2023-09-20,,Anthomyiidae,,f,,
