Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
509,1,The Wilderness (E),2020-06-23,,Fanniidae,Fannia armata,m,"Rozkosny et al, 1997",
509,2,The Wilderness (E),2020-06-23,,Fanniidae,Fannia armata,m,"Rozkosny et al, 1997",
509,3,The Wilderness (E),2020-06-23,,Fanniidae,Fannia armata,m,"Rozkosny et al, 1997",
509,4,The Wilderness (E),2020-06-23,,Fanniidae,Fannia armata,m,"Rozkosny et al, 1997",
509,5,The Wilderness (E),2020-06-23,,Fanniidae,Fannia armata,m,"Rozkosny et al, 1997",
509,6,The Wilderness (E),2020-06-23,,Fanniidae,Fannia armata,m,"Rozkosny et al, 1997",
509,7,The Wilderness (E),2020-06-23,,Anthomyiidae,,f,,
509,8,The Wilderness (E),2020-06-23,,Lonchopteridae,Lonchoptera sp,f,,
509,9,The Wilderness (E),2020-06-23,,Phoridae,,,,
509,10,The Wilderness (E),2020-06-23,,Sphaeroceridae,,,,
509,11,The Wilderness (E),2020-06-23,,Sphaeroceridae,,,,
509,12,The Wilderness (E),2020-06-23,,Sphaeroceridae,,,,
509,13,Whiteknights Park (E),2020-06-23,,Calliphoridae,Calliphora vomitoria,f,"Rognes, 1991",
509,14,Whiteknights Park (E),2020-06-23,,Tachinidae,Estheria cristata,m,"Belshaw, 1993 +v5c updates",
509,15,Whiteknights Park (E),2020-06-23,,Tachinidae,Estheria cristata,m,"Belshaw, 1993 +v5c updates",
509,16,Whiteknights Park (E),2020-06-23,,Tachinidae,Estheria cristata,m,"Belshaw, 1993 +v5c updates",
509,17,Whiteknights Park (E),2020-06-23,,Tabanidae,Haematopota pluvialis,f,,
509,18,Whiteknights Park (E),2020-06-23,,Asilidae,Leptogaster sp,f,,
509,19,Whiteknights Park (E),2020-06-23,,Asilidae,Leptogaster sp,f,,
509,20,Whiteknights Park (E),2020-06-23,Hymenoptera,Ichneumonidae,,m,,
509,21,Whiteknights Park (E),2020-06-23,,Empididae,Empis sp,m,,
509,22,Whiteknights Park (E),2020-06-23,,Ulidiidae,Meliera crassipennis,m,"Clements, 1990",
509,23,Whiteknights Park (E),2020-06-23,,Muscidae,Hebecnema sp,f,"Fonseca, 1968; Pont, 1984",As Hebecnema affinis; Halteres yellow
509,24,Whiteknights Park (E),2020-06-23,,Anthomyiidae,,m,,
509,25,Whiteknights Park (E),2020-06-23,,Calliphoridae,Pollenia augustigena,m,"Rognes, 1991",
509,26,Whiteknights Park (E),2020-06-23,Hymenoptera,Crabronidae,,f,,
509,27,Whiteknights Park (E),2020-06-23,Hymenoptera,Crabronidae,,f,,
509,28,Whiteknights Park (E),2020-06-23,Hymenoptera,Ichneumonidae,,,,
509,29,Whiteknights Park (E),2020-06-23,Hymenoptera,Ichneumonidae,,m,,
509,30,Whiteknights Park (E),2020-06-23,Hymenoptera,Ichneumonidae,,m,,
509,31,Whiteknights Park (E),2020-06-23,Hymenoptera,Ichneumonidae,,f,,
509,32,Whiteknights Park (E),2020-06-23,,Empididae,Empis sp,m,,
509,33,Whiteknights Park (E),2020-06-23,,Agromyzidae,,f,,
509,34,The Wilderness (W),2020-06-24,,Sarcophagidae,,f,,
509,35,The Wilderness (W),2020-06-24,,Sarcophagidae,Sarcophaga sp,m,,
509,36,The Wilderness (W),2020-06-24,,Sarcophagidae,Sarcophaga sp,m,,
509,37,The Wilderness (W),2020-06-24,Hymenoptera,Ichneumonidae,,m,,
509,38,The Wilderness (W),2020-06-24,Hymenoptera,Ichneumonidae,,m,,
509,39,The Wilderness (W),2020-06-24,Hymenoptera,Ichneumonidae,,m,,
509,40,The Wilderness (W),2020-06-24,Hymenoptera,Ichneumonidae,,m,,
509,41,The Wilderness (W),2020-06-24,Hymenoptera,Ichneumonidae,,m,,
509,42,The Wilderness (W),2020-06-24,Hymenoptera,Ichneumonidae,,m,,
509,43,The Wilderness (W),2020-06-24,Hymenoptera,Ichneumonidae,,m,,
509,44,The Wilderness (W),2020-06-24,Hymenoptera,Ichneumonidae,,m,,
